distance,location,isReturn,duration,description,difficulty,state,isOneWay,url,name,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9
8800,Mt Warning National Park,false,300,A trail to the summit of Mt Warning that has beautiful 360 degree views of the great dividing range.,Hard,nsw,false,https://www.aussiebushwalking.com/nsw/mt-warning-national-park/mt-warning-summit-trail,Mt Warning Summit trail,Lookouts,Toilets,Scrambling or Climbing,,,,,,,
2200,Guy Fawkes River National Park,false,30,Walk1km along the escarpment walking track before the track to Lucifer's Thumb walking track branches off. The track slowly inclines until you reach Chaelundi Lookout. From here you have a fantastic view of the Guy Fawkes River and the surrounding mountains. Retrace your steps to return to the camp ground.,Medium,nsw,true,https://www.aussiebushwalking.com/nsw/guy-fawkes-river-national-park/lucifer-s-thumb,Lucifer's Thumb,,,,,,,,,,
53000,New Zealand,false,5760,Milford Trek,Medium,new-zealand,true,https://www.aussiebushwalking.com/new-zealand/jane-and-rob,Jane and Rob,Waterfalls,Lookouts,Bird Watching,Toilets,Scrambling or Climbing,Rainforest,Swamp or Wetland,,,
27000,North Queensland,true,null,The tropical refuge of Conway National Park combines lush rainforest with magnificent views. The Conway Circuit takes you on a 28km journey through Conway State Forest starting at Brandy Creek (approximately a ten minute drive from Airlie Beach) and finishing in Airlie Beach.,Medium,north-queensland,false,https://www.aussiebushwalking.com/north-queensland/-conway-circuit-formerly-whitsunday-great-walk-,Conway Circuit (formerly Whitsunday Great Walk),,,,,,,,,,
26000,New Zealand,false,480,"Part of the Routeburn Great Walk in Otago, I only had a day and one car so I couldn't go to the end. Most fit walkers I talked to said you can easily do it in a day.",Hard,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/routeburn-track--at-least-to-harris-saddle-and-back-,Routeburn Track (At least to Harris Saddle and back),,,,,,,,,,
16000,New Zealand,false,480,"An interesting walk along the Karangarua and Copland Rivers. the walk is the western section of the Copland Pass track that is an alpine pass that must be completed by competent alpine hikers, or by hiring a guide out of Mt Cook Village. &lt;br /&gt;The walk is reasonably easy with only about 600m elevation gained, though there are a number of river crossings all of which have some form of bridge. the best part about Welcome Flat is at the hut there are thermal pools which have been terraced all with different temperature pools.&lt;br /&gt;The hut itself is also rather unique being one of only a few that are 2 storey, with the communal cooking and eating area downstairs and sleeping upstairs. During the peak tramping season the hut is manned by a DOC ranger which is a volunteer service, and I think it would be an awesome job spending a couple of months in this beautiful part of the world.",Medium,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/welcome-flat,Welcome Flat,,,,,,,,,,
10400,New Zealand,true,210,The walkway follows the rim of the gorge providing views of the Rakaia River and Mt Hutt. Along the way there are a number of historical points of interest.,Easy,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/rakaia-gorge-walkway,Rakaia Gorge Walkway,,,,,,,,,,
60000,New Zealand,true,5760,"The Kepler Track is a 60 km, 3-4 day loop track taking you from the gentle, beech-forested shores of lakes Te Anau and Manapouri to the tussocky alpine tops and grand Mt Luxmore. Your reward for the hill climb is a long section above bushline with marvellous panoramic views of the Kepler Mountains on one side, and lakes, rivers and hanging valleys on the other.",Hard,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/kepler-track,Kepler Track,,,,,,,,,,
500,North Queensland,false,36,A well built boardwalk surrounds the most astounding sight - a massive curtain of aerial roots created over 3 toppled trees by a single strangler fig. The fig is thought to be over 500 years old.,Very Easy,north-queensland,false,https://www.aussiebushwalking.com/north-queensland/curtain-fig-np,Curtain Fig NP,,,,,,,,,,
6500,Northern Territory,true,240,"Thoroughly enjoyed this walk. Lots of steps up to top to begin with, but an interesting and beautiful walk. Nearly 4 hours with a few breaks along the way.",Medium,nt,false,https://www.aussiebushwalking.com/nt/kings-canyon-rim-walk,KINGS CANYON - RIM WALK,Lookouts,Scrambling or Climbing,,,,,,,,
3000,Northern Territory,true,60,"The Edith falls park has a lot to offer with great camping facilities, hamburgers at the kiosk, bushwalks, hot water showers and a relaxing shady spot to have a swim.",Medium,nt,false,https://www.aussiebushwalking.com/nt/edith-falls,Edith Falls,,,,,,,,,,
null,New Zealand,false,null,"Choice of multiple days or day walks in the Marlborough Region, South Island. The town of Picton is a good base to prepare or start of your adventure. You can decide to combine your walk with: a drop off  and pick-up by water taxi,  a mountain bike, a sea kayak or simply walk. Stunning scenery on both sides from the Queen Charlotte Sound and Kenepuru Sound. Walking  on good track with some challenging climbs and sections.",Easy,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/queen-charlotte-track,Queen Charlotte Track,Lookouts,Swimming,Bird Watching,Cycling Permitted,Coastal,,,,,
5000,New Zealand,false,240,"One of the most popular walks in the park, the track leads up the Hooker valley towards Aoraki/Mount Cook. It passes close to the Alpine Memorial (a great viewpoint) and Fredaâ€™s Rock before coming to the viewing point of the Mueller Glacier and the first swing bridge.",Easy,new-zealand,true,https://www.aussiebushwalking.com/new-zealand/hooker-valley-track,Hooker Valley Track,Lookouts,Picnic Facilities,,,,,,,,
7000,North Queensland,false,138,An excellent walk on well made linked tracks to the top of Mt Rooper and Swamp Bay in the Conway National Park.,Medium,north-queensland,false,https://www.aussiebushwalking.com/north-queensland/mt-rooper-swamp-bay,Mt Rooper/ Swamp Bay,,,,,,,,,,
7000,North Queensland,false,120,This track branches off from the Island walk - so both can be done together if you dont mind the backtrack. Can be steep in some sections,Hard,north-queensland,false,https://www.aussiebushwalking.com/north-queensland/mt-kootaloo,Mt Kootaloo,,,,,,,,,,
2000,North Queensland,false,60,"A spectacular view down into a large volcanic diatreme (pipe crater) awaits you at the end of the track. The crater is filled with water and a thick carpet of pond weed. The trail back spits off to Dinner falls, a lovely cool cascade in rainforest",Easy,north-queensland,false,https://www.aussiebushwalking.com/north-queensland/mt-hypipamee-np,Mt Hypipamee NP,,,,,,,,,,
5000,North Queensland,true,120,"This picturesque freshwater lake has a walking track all the way around, together with Tea House and the opportunity of a Cruise on the waters. This is a water filled crater that was created some 10,000 years ago as a result of a volcanic eruption.",Easy,north-queensland,false,https://www.aussiebushwalking.com/north-queensland/lake-barrine,Lake Barrine,,,,,,,,,,
10800,North Queensland,false,300,"A lovely scenic walk around Dunk Island - not too strenuous, lots of wildlife!",Medium,north-queensland,false,https://www.aussiebushwalking.com/north-queensland/island-circuit,Island Circuit,,,,,,,,,,
null,North Queensland,false,45,Donna Cave is one of the 3 caves in Chillagoe managed by the NPWS. Access is only by guided tour with a NPWS Ranger who provides a commentary on the formation and history of the cave.,Medium,north-queensland,false,https://www.aussiebushwalking.com/north-queensland/donna-cave-chillagoe,"Donna Cave, Chillagoe",,,,,,,,,,
10000,New Zealand,true,300,http://www.doc.govt.nz/parks-and-recreation/places-to-go/otago/places/mount-aspiring-national-park/things-to-do/rob-roy-track/,Medium,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/rob-roy-glacier-,Rob Roy Glacier,,,,,,,,,,
1000,Northern Territory,true,30,"Spectacular double waterfall set amid the monsoon forest cascades into a swimming hole. The lookout proves a panoramic view. Open all year round, camping fees do apply. (160 step staircase down to the swimming area, there is also a viewing platform at the top of the Falls if you do not wish to swim) Additional Shady Creek Walk",Easy,nt,false,https://www.aussiebushwalking.com/nt/florence-falls,Florence Falls,,,,,,,,,,
10000,New Zealand,true,360,http://www.doc.govt.nz/parks-and-recreation/places-to-go/central-north-island/places/tongariro-national-park/things-to-do/tracks/mount-ruapehu-crater-climb/,Medium,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/mt-ruapehu-crater-climb-,Mt Ruapehu Crater Climb,,,,,,,,,,
223000,Northern Territory,false,24480,223km hike from Alice Springs to Redbank Gorge or vice versa along the West MacDonnell Range.,Very Hard,nt,false,https://www.aussiebushwalking.com/nt/larapinta-trail,Larapinta Trail,,,,,,,,,,
1600,Northern Territory,true,45,"Tolmer Falls is one of the most spectacular falls in Litchfield National Park. The falls cascade over two high escarpments into a distant, deep, plunge pool. The bottom of the falls is home to several colonies of rare Ghost Bats and Orange Horseshoe Bats and is open all year round.",Medium,nt,false,https://www.aussiebushwalking.com/nt/tolmer-falls,Tolmer Falls,,,,,,,,,,
4000,Northern Territory,true,120,"In comparison to Uluru, this walk is certainly more scenic possibly.",Easy,nt,false,https://www.aussiebushwalking.com/nt/valley-of-the-winds,Valley Of the Winds,,,,,,,,,,
1600,Northern Territory,true,60,"Wangi Falls is one of Litchfieldâ€™s most popular and easily accessible attractions. It is open all year round; however swimming is not always possible due to water levels. This place is simply magic in the Wet Season! Additional Wangi Falls Walk (start at the Wangi Plunge Pool), approx 1.6km return, 1 hr in duration, level (moderate, however steep in sections) â€“ This walk to the top of the falls offers a great opportunity for photography.",Medium,nt,false,https://www.aussiebushwalking.com/nt/wangi-falls,Wangi Falls,,,,,,,,,,
1000,Northern Territory,true,20,"A number of scenic gaps pierce the West MacDonnell Ranges. One of these is Simpsons Gap, site of one of the most prominent waterholes in the region. The area is an important spiritual site to the Arrarnta Aboriginal people, where several dreaming trails and stories cross.  At dawn or dusk Simpsons gap it is renowned as a place to see Black-footed Rock-wallabies along the gap's short walking track. Good examples of many of the vegetation communities of the MacDonnell Ranges are found in the Simpsons Gap area, including large stands of Mulga, and the area around the gap is a major stronghold for some of the rare and relict plants of the region.",Easy,nt,false,https://www.aussiebushwalking.com/nt/simpsons-gap,Simpsons Gap,,,,,,,,,,
7000,Northern Territory,true,180,"This walk is not as tough as is made out. It's basically a big loop through the desert leading into the back of Ormiston gorge. Obviously the time of year makes a difference as summer would be very hot. The majority of people on the  track appeared to have guides but it's a very good walk to do solo (if you can find five minutes without fellow walkers!) the views of the McDonnells are spectacular and the entry into the back of the gorge a delight. I felt much more a part of it than standing on the viewing platform. If you want a walk within 150ks of Alice, this is a good one!",Medium,nt,false,https://www.aussiebushwalking.com/nt/ormiston-gorge-and-pound,Ormiston gorge and pound,,,,,,,,,,
5000,Overseas,true,120,"Several hikes in this park to from Medium to Hard. All provide stunning scenery. The most popular is the Navajo Trail , does go zig zag down and is a loop so goes back up again and some level of fitness is required but worth the hike.",Medium,overseas,false,https://www.aussiebushwalking.com/overseas/bryce-canyon-national-park,Bryce Canyon National Park,,,,,,,,,,
1600,Northern Territory,true,180,"The climb of Uluru is allowable at this stage, on a day by day basis. Circumstances of excessive wind or heat, are the more common reason's behind the climbs closure. You probably would not want to climb Uluru under those conditions anyway.",Hard,nt,false,https://www.aussiebushwalking.com/nt/uluru,Uluru,,,,,,,,,,
